Company,Product,Cpu,Ram,Memory,Gpu,Price_euros,Age_years,Condition_10,Battery_Health_%
Dell,Latitude E7470,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1962.98,4,8,72
Dell,Alienware 17,Intel Core i7 6700HQ 2.6GHz,32GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2800.0,4,8,72
Toshiba,Tecra A40-C-1DF,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1180.0,5,7,65
Asus,Rog Strix,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2049.9,4,8,72
HP,Probook 450,Intel Core i5 7200U 2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,979.0,5,7,65
Lenovo,ThinkPad T460,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel HD Graphics 520,1002.0,5,7,65
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 950M,1799.0,5,7,65
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Intel Core i7 7500U 2.7GHz,6GB,1TB HDD,Intel HD Graphics 620,579.0,6,6,58
Asus,Rog GL753VE-DS74,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1749.0,5,7,65
Dell,Inspiron 7579,Intel Core i7 7500U 2.7GHz,12GB,512GB SSD,Intel HD Graphics 620,1299.0,5,7,65
Toshiba,Portege Z30-C-1CV,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1195.0,5,7,65
Lenovo,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,6GB,256GB SSD,AMD Radeon 530,549.0,6,6,58
Fujitsu,LifeBook A556,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,649.0,6,6,58
Toshiba,Tecra A40-C-1KF,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,915.0,5,7,65
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M430,599.0,6,6,58
HP,Probook 450,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,806.0,5,7,65
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1189.0,5,7,65
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R7 M445,749.0,6,6,58
Dell,Latitude 5480,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620 ,1119.0,5,7,65
HP,EliteBook Folio,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,1908.0,5,7,65
HP,15-bs005nv (i3-6006U/4GB/1TB,Intel Core i3 6006U 2GHz,4GB,128GB SSD +  1TB HDD,AMD Radeon 520,499.0,6,6,58
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Intel Celeron Dual Core N3350 1.1GHz,4GB,128GB SSD,Intel HD Graphics 500,270.62,6,6,58
Lenovo,ThinkPad T560,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1349.0,5,7,65
Dell,Inspiron 5378,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,889.0,5,7,65
Asus,ZenBook UX310UA-FB485T,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1150.0,5,7,65
HP,Spectre 13-V111dx,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1349.0,5,7,65
Acer,Aspire ES1-533,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,Intel HD Graphics 505,380.0,6,6,58
Asus,Rog GL553VE-DS74,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1799.0,5,7,65
HP,EliteBook 840,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,Intel HD Graphics 620,2089.0,4,8,72
Acer,Nitro 5,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1260.0,5,7,65
HP,ENVY -,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1189.0,5,7,65
Dell,Vostro 3568,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,547.0,6,6,58
HP,Probook 440,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,779.0,5,7,65
Toshiba,Portege Z30-C-16H,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1195.0,5,7,65
HP,EliteBook 840,Intel Core i5 6300U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 520,1099.99,5,7,65
HP,ProBook 640,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,1205.0,5,7,65
HP,EliteBook 1040,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1449.0,5,7,65
HP,ProBook 440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1049.26,5,7,65
HP,Probook 440,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,684.0,6,6,58
Dell,Inspiron 7567,Intel Core i5 7300HQ 2.5GHz,8GB,1.0TB Hybrid,Nvidia GeForce GTX 1050,949.0,5,7,65
HP,EliteBook 820,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,1539.0,5,7,65
HP,Elitebook 840,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,1590.0,5,7,65
HP,EliteBook 840,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1887.21,5,7,65
HP,Probook 430,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,800.0,5,7,65
Toshiba,Portege A30-C-1CZ,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1210.0,5,7,65
HP,ProBook 450,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,769.99,5,7,65
Lenovo,ThinkPad P70,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro 3000M,2968.0,4,8,72
Toshiba,Tecra Z40-C-12Z,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1490.0,5,7,65
HP,EliteBook 1040,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,2229.0,4,8,72
Dell,Inspiron 5568,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,795.99,5,7,65
Toshiba,Port̩g̩ Z30-C-16K,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1590.0,5,7,65
HP,Spectre 13-V100nv,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1149.0,5,7,65
HP,ProBook 440,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1185.43,5,7,65
Dell,Latitude E5570,Intel Core i5 6300U 2.4GHz,8GB,500GB HDD,Intel HD Graphics 520,1046.44,5,7,65
HP,Elitebook 820,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,1559.0,5,7,65
HP,ProBook 650,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,1189.0,5,7,65
HP,ProBook 640,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,1060.0,5,7,65
Dell,XPS 13,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1624.0,5,7,65
HP,Probook 470,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,1080.0,5,7,65
HP,ProBook 440,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,973.0,5,7,65
Acer,Aspire 3,AMD A9-Series 9420 3GHz,6GB,1TB HDD,AMD Radeon R5,409.0,6,6,58
MSI,GL72M 7RDX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1191.8,5,7,65
HP,Probook 640,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1195.0,5,7,65
HP,EliteBook 850,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1228.99,5,7,65
HP,EliteBook 820,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1349.0,5,7,65
HP,ProBook 450,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,742.0,6,6,58
Toshiba,Tecra Z40-C-136,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1725.0,5,7,65
Dell,Latitude E5570,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1062.95,5,7,65
HP,ProBook 440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1010.51,5,7,65
Lenovo,Yoga 500-15ISK,Intel Core i7 6500U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 520,847.0,5,7,65
Vero,V142 (X5-Z8350/2GB/32GB/W10),Intel Atom X5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,210.8,6,6,58
Toshiba,Tecra A50-C-218,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Nvidia GeForce 930M,1425.0,5,7,65
Lenovo,Thinkpad L560,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1049.6,5,7,65
HP,EliteBook 840,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1000.0,5,7,65
HP,EliteBook 850,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD +  500GB HDD,Intel HD Graphics 520,2103.34,4,8,72
HP,EliteBook 1040,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1469.0,5,7,65
MSI,GT72S Dominator,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,1545.64,5,7,65
Lenovo,IdeaPad Y900-17ISK,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,2289.99,4,8,72
Asus,Chromebook C202SA,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,287.9,6,6,58
Lenovo,ThinkPad X1,Intel Core i7 6600U 2.6GHz,16GB,256GB SSD,Intel HD Graphics 520,2620.0,4,8,72
HP,Noteb Pav,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,979.0,5,7,65
Dell,Inspiron 5578,Intel Core i5 7200U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1094.0,5,7,65
HP,ProBook 450,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,979.0,5,7,65
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,2254.0,4,8,72
HP,ProBook 650,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,705.15,6,6,58
HP,250 G5,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,499.0,6,6,58
Acer,Aspire ES1-523,AMD A8-Series 7410 2.2GHz,8GB,1TB HDD,AMD Radeon R5,449.0,6,6,58
Dell,Inspiron 7378,Intel Core i7 7500U 2.7GHz,12GB,256GB SSD,Intel HD Graphics 620,1299.0,5,7,65
MSI,GT62VR 6RD,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1819.0,5,7,65
HP,ProBook 450,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1070.0,5,7,65
Asus,Rog G752VL-GC088D,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,Nvidia GeForce GTX 965M,998.0,5,7,65
Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics,559.0,6,6,58
Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16GB,2TB HDD,AMD Radeon R7 M445,989.99,5,7,65
MSI,GS63VR 6RF,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1929.0,5,7,65
Dell,XPS 13,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1458.0,5,7,65
Asus,ROG G701VO,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,Nvidia GeForce GTX 980 ,3975.0,3,8,79
Dell,Inspiron 5368,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,798.01,5,7,65
Dell,Alienware 15,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,1329.0,5,7,65
Apple,"MacBook 12""",Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 515,1300.0,5,7,65
Dell,Latitude 3570,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,481.98,6,6,58
HP,ProBook 650,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1199.0,5,7,65
HP,EliteBook 820,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1199.0,5,7,65
HP,ProBook 430,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,1090.0,5,7,65
Lenovo,ThinkPad Yoga,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1713.49,5,7,65
Lenovo,IdeaPad 300-17ISK,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,659.0,6,6,58
Lenovo,Ideapad 700-15ISK,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,Nvidia GeForce GTX 950M,977.0,5,7,65
MSI,GT72VR Dominator,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2499.0,4,8,72
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,540.0,6,6,58
HP,Probook 650,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,940.0,5,7,65
Lenovo,Yoga 900S-12ISK,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,1399.0,5,7,65
Lenovo,IdeaPad Y900-17ISK,Intel Core i7 6820HK 2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,3240.0,3,8,79
Lenovo,Yoga Book,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,646.27,6,6,58
HP,Spectre x360,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2049.0,4,8,72
Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,750.0,6,6,58
HP,EliteBook 840,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1030.99,5,7,65
HP,ZBook 15u,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,AMD FirePro W4190M,1495.0,5,7,65
Lenovo,ThinkPad T460,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,Intel HD Graphics 520,1199.0,5,7,65
HP,Chromebook 13,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,32GB Flash Storage,Intel HD Graphics 515,615.0,6,6,58
Acer,Aspire ES1-523,AMD A8-Series 7410 2.2GHz,4GB,500GB HDD,AMD Radeon R5,387.0,6,6,58
Dell,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,4GB,500GB HDD,Intel HD Graphics,393.49,6,6,58
HP,250 G6,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,345.99,6,6,58
Asus,Rog GL702VM-GC354T,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1599.0,5,7,65
Dell,Inspiron 5370,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,AMD Radeon 530,818.35,5,7,65
HP,Elitebook 820,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1599.0,5,7,65
Acer,Aspire F5-573G,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,799.0,5,7,65
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,638.8,6,6,58
MSI,GS70 Stealth,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 965M,1599.0,5,7,65
HP,250 G5,Intel Pentium Quad Core N3710 1.6GHz,4GB,1TB HDD,Intel HD Graphics 405,500.0,6,6,58
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,2299.0,4,8,72
Dell,Latitude E5270,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,1135.15,5,7,65
Dell,Latitude E5270,Intel Core i3 6100U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,1166.97,5,7,65
Acer,Chromebook 15,Intel Celeron Dual Core 3205U 1.5GHz,4GB,16GB SSD,Intel HD Graphics,209.0,6,6,58
HP,ZBook 17,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,AMD FirePro W6150M,2899.0,4,8,72
Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,1199.0,5,7,65
Dell,Latitude E5270,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1413.1,5,7,65
MSI,GE72 Apache,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1511.19,5,7,65
Lenovo,Yoga 500-15ISK,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,867.0,5,7,65
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,398.0,6,6,58
Asus,Rog GL552VW-CN470T,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1339.0,5,7,65
HP,EliteBook 1030,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Intel HD Graphics 515,1699.0,5,7,65
Dell,Vostro 3559,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,AMD Radeon R5 M315,769.15,5,7,65
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,Intel HD Graphics 520,429.0,6,6,58
HP,Spectre Pro,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,1969.0,4,8,72
Lenovo,Yoga Book,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,549.0,6,6,58
Dell,XPS 13,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,1379.0,5,7,65
Lenovo,IdeaPad Y900-17ISK,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,2749.99,4,8,72
Razer,Blade Stealth,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1029.0,5,7,65
Toshiba,Portege X30-D-10K,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,2226.0,4,8,72
Asus,Rog GL752VW-T4308T,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,1312.49,5,7,65
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,196.0,6,6,58
HP,Spectre Pro,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1690.0,5,7,65
HP,EliteBook 1040,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1513.0,5,7,65
Dell,Latitude E5570,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,523.63,6,6,58
Asus,VivoBook Max,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,435.0,6,6,58
Lenovo,ThinkPad Yoga,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,1669.0,5,7,65
Lenovo,Yoga Book,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,479.0,6,6,58
HP,EliteBook 820,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1895.0,5,7,65
Lenovo,Legion Y520-15IKBN,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,989.0,5,7,65
HP,Omen -,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,1129.0,5,7,65
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,629.0,6,6,58
Lenovo,ThinkPad P40,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,2050.38,4,8,72
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,278.0,6,6,58
HP,250 G6,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,752.0,6,6,58
Acer,Aspire E5-576G,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,616.0,6,6,58
Lenovo,IdeaPad 500-15ISK,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,1099.0,5,7,65
HP,ZBook 17,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M3000M,3949.4,3,8,79
Dell,Inspiron 5567,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,784.0,5,7,65
MSI,GT72S Dominator,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,2399.0,4,8,72
HP,EliteBook 850,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,2171.72,4,8,72
Lenovo,ThinkPad X1,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,2440.0,4,8,72
MSI,GP62M 7RDX,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,1142.8,5,7,65
HP,Spectre Pro,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,1629.0,5,7,65
HP,ZBook 15,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,2229.0,4,8,72
HP,Spectre Pro,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1799.0,5,7,65
HP,ZBook Studio,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,1899.0,5,7,65
HP,EliteBook 820,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,2296.95,4,8,72
Dell,Vostro 5568,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,1009.9,5,7,65
HP,EliteBook 850,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,1579.0,5,7,65
Lenovo,ThinkPad X1,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,2339.0,4,8,72
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,339.0,6,6,58
HP,15-BA015wm (E2-7110/4GB/500GB/W10),AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,297.0,6,6,58
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,599.0,6,6,58
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,1199.0,5,7,65
Dell,XPS 15,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Nvidia GeForce 960M,2250.68,4,8,72
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,AMD Radeon 520,478.89,6,6,58
MSI,GP72M 7REX,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1492.8,5,7,65
Lenovo,ThinkPad T460s,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,2299.0,4,8,72
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,788.49,5,7,65
HP,Spectre Pro,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,2041.0,4,8,72
Lenovo,ThinkPad T460,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,1499.0,5,7,65
MSI,GS40 Phantom,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,1769.0,5,7,65
HP,Pavilion 15-cb003nv,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,899.0,5,7,65
Lenovo,IdeaPad 310-15ISK,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel HD Graphics 520,459.0,6,6,58
HP,250 G4,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,476.99,6,6,58
Dell,Inspiron 7567,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,1498.0,5,7,65
Lenovo,ThinkPad T570,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,1390.0,5,7,65
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,468.0,6,6,58
